login_attempts,access_hour,requests_per_min,ip_risk,device_change,geo_change,failed_logins,label
9,19,33,0,1,1,2,1
14,19,54,1,0,0,2,1
15,17,2,1,0,0,5,1
15,13,10,1,0,0,5,1
6,4,15,1,1,1,0,0
8,21,35,0,0,1,5,1
2,20,55,0,1,0,4,1
4,22,15,1,0,0,5,1
4,3,57,0,0,0,1,1
8,19,14,0,1,1,5,1
13,17,58,1,1,0,5,1
6,7,48,0,1,1,5,1
12,18,30,1,1,1,2,1
1,9,41,0,0,1,0,1
1,7,25,0,0,0,2,0
1,1,8,0,0,1,0,0
13,21,56,0,1,1,1,1
9,6,42,1,1,0,2,1
2,16,28,0,0,1,4,1
6,12,52,0,0,1,5,1
13,15,40,1,0,0,3,1
12,22,49,0,0,0,1,1
6,2,49,0,0,1,1,1
2,20,48,1,1,0,3,1
6,20,37,0,0,1,2,0
11,17,25,0,0,1,4,1
5,10,28,1,0,1,4,1
7,14,31,1,1,1,0,0
14,15,12,1,1,0,5,1
2,15,33,0,1,0,3,0
12,2,37,1,1,1,5,1
10,8,39,0,1,0,3,1
6,16,30,0,1,0,3,0
1,19,9,0,1,1,2,0
2,17,39,0,0,1,3,0
7,6,11,0,0,0,0,0
12,17,45,1,1,0,3,1
1,14,13,0,0,1,2,0
7,8,6,1,1,0,3,0
12,21,5,1,0,0,5,1
13,7,1,0,1,1,0,1
13,13,39,1,1,0,4,1
8,14,28,1,0,0,5,1
11,22,28,0,1,1,5,1
2,9,3,0,0,0,0,0
14,19,25,1,1,1,0,1
14,15,42,1,0,0,1,1
2,6,54,0,0,0,2,1
4,1,33,1,1,0,5,1
1,9,20,1,0,1,3,0
9,19,34,0,1,0,0,1
4,16,35,0,1,1,3,0
12,22,13,0,1,1,1,1
15,2,15,1,0,0,0,1
10,11,37,1,0,0,3,1
10,4,8,1,0,0,2,1
6,10,7,1,0,0,0,0
15,23,59,0,1,0,5,1
12,9,14,0,1,0,0,1
13,21,17,1,0,0,5,1
10,9,31,0,1,0,5,1
8,1,34,1,1,1,0,0
14,11,54,0,0,1,0,1
2,15,35,0,0,0,3,0
1,4,49,0,1,0,3,1
15,14,32,1,0,0,4,1
13,14,30,1,0,1,4,1
15,8,60,0,1,0,1,1
9,12,37,1,1,1,3,1
14,12,9,1,1,0,0,1
14,0,11,1,0,1,2,1
6,0,6,0,0,0,0,0
9,20,12,0,0,1,4,1
14,22,18,0,1,0,3,1
4,10,29,1,1,0,3,0
10,12,17,0,0,0,5,1
4,5,14,1,0,1,5,1
8,3,38,1,1,0,4,1
15,15,27,0,0,0,4,1
10,23,57,0,1,0,3,1
6,10,5,1,1,1,5,1
2,9,48,0,1,0,0,1
1,7,25,0,0,1,5,1
12,10,25,1,1,1,5,1
2,22,4,0,0,1,3,0
2,12,18,1,0,0,2,0
15,9,52,1,0,1,0,1
14,1,29,0,0,1,5,1
4,13,32,1,1,0,1,0
6,1,22,0,1,1,5,1
14,10,32,0,1,1,2,1
10,16,9,1,0,1,3,1
13,8,50,0,1,0,1,1
11,15,35,0,1,0,4,1
8,23,58,1,1,1,1,1
6,17,51,1,0,0,2,1
7,6,50,0,0,0,0,1
14,11,37,0,1,0,3,1
8,12,6,0,1,1,0,0
10,17,49,0,1,1,3,1
2,14,6,0,1,1,1,0
5,21,6,1,0,0,5,1
14,0,33,0,0,0,2,1
8,7,44,1,0,0,1,1
5,16,29,0,1,0,3,0
7,3,24,0,0,1,5,1
6,1,55,0,1,1,1,1
14,22,12,0,0,1,0,1
1,13,59,1,0,0,1,1
9,6,39,1,0,1,1,1
10,4,3,1,0,0,3,1
3,0,13,1,1,1,1,0
12,21,39,1,1,0,1,1
9,14,27,0,0,1,1,1
5,1,50,0,1,0,4,1
3,2,27,0,1,1,2,0
8,23,24,0,1,0,5,1
11,13,25,1,0,1,5,1
4,13,35,1,0,0,4,1
13,13,57,0,0,0,3,1
6,13,37,0,0,1,3,0
13,8,11,1,1,1,3,1
10,16,43,1,0,0,5,1
12,19,19,0,0,0,3,1
15,3,38,1,0,0,0,1
11,20,36,1,0,0,0,1
7,2,5,1,1,0,0,0
7,23,33,1,0,1,5,1
11,7,40,0,0,1,4,1
13,14,60,1,0,0,2,1
12,3,43,1,0,1,5,1
14,13,29,0,0,1,0,1
13,0,44,1,0,0,0,1
12,10,34,1,0,1,3,1
6,21,8,0,0,1,1,0
5,20,40,0,0,1,0,0
7,19,15,1,1,0,4,1
3,15,32,0,1,0,3,0
13,14,18,1,1,1,3,1
11,20,44,0,0,0,1,1
7,5,35,1,1,0,1,0
11,21,32,0,1,0,1,1
10,21,13,0,1,0,2,1
4,20,15,1,0,0,3,0
9,20,47,1,0,1,4,1
12,19,30,1,0,0,5,1
6,16,15,1,1,0,2,0
11,1,13,0,1,1,0,1
8,17,58,0,1,0,1,1
5,5,38,0,1,1,2,0
15,9,36,1,1,0,0,1
6,17,17,1,0,0,4,1
11,17,47,1,0,1,3,1
3,6,48,0,0,1,5,1
6,15,28,0,0,0,0,0
15,3,3,0,0,1,0,1
6,2,47,1,0,1,5,1
12,22,42,0,0,1,0,1
5,16,53,1,1,1,2,1
15,4,53,1,0,1,1,1
9,8,56,1,0,1,0,1
9,17,3,0,1,0,2,1
11,8,21,1,1,1,3,1
10,11,54,0,0,1,4,1
11,1,38,1,1,0,2,1
3,19,33,1,1,1,4,1
1,21,48,1,1,0,3,1
1,20,43,1,1,1,2,1
4,7,11,0,0,0,5,1
5,10,42,1,1,1,4,1
1,17,40,1,1,0,5,1
13,20,46,0,1,0,4,1
3,20,54,1,1,0,3,1
3,13,31,1,0,1,4,1
13,15,17,1,1,1,1,1
10,18,45,0,1,0,4,1
2,11,49,1,1,0,3,1
2,9,13,1,0,0,4,1
3,12,55,1,0,0,5,1
7,22,28,1,1,1,1,0
10,13,43,0,1,1,1,1
1,20,32,0,1,1,1,0
14,9,42,1,0,1,0,1
11,0,7,1,0,0,1,1
6,0,24,0,0,0,0,0
4,22,37,0,0,0,2,0
8,11,46,0,0,1,1,1
3,15,28,1,1,0,5,1
15,21,23,1,0,0,0,1
4,10,1,1,1,0,0,0
13,9,29,1,0,0,1,1
5,18,21,1,0,0,0,0
2,5,58,0,1,0,1,1
15,2,51,0,1,1,2,1
3,5,2,1,0,0,0,0
4,6,2,0,1,1,5,1
11,9,55,1,1,1,2,1
10,16,20,1,1,1,3,1
10,3,42,1,1,0,2,1
5,16,38,1,0,1,0,0
12,14,47,0,0,1,3,1
15,19,17,1,1,1,0,1
10,22,34,1,0,0,4,1
2,3,33,0,0,1,5,1
12,9,26,1,1,1,2,1
14,5,38,0,0,1,3,1
12,2,7,1,0,1,0,1
10,9,2,1,0,1,5,1
10,16,29,1,1,0,5,1
2,23,41,1,1,1,1,1
11,22,7,0,0,1,1,1
15,1,45,1,1,1,2,1
15,10,25,0,1,0,3,1
9,16,20,0,0,0,3,1
5,18,13,1,0,1,5,1
4,21,46,1,0,0,3,1
12,22,24,0,0,1,5,1
6,16,10,0,0,1,2,0
13,7,2,1,0,0,0,1
9,7,7,0,1,1,0,1
10,6,40,0,1,1,5,1
13,12,2,0,0,1,0,1
8,19,11,1,0,1,4,1
14,14,43,1,0,0,3,1
9,5,6,1,0,0,0,1
7,23,18,0,0,1,0,0
5,12,32,1,0,0,4,1
7,5,52,0,0,1,0,1
8,23,9,1,0,0,3,0
2,7,12,1,1,0,4,1
13,22,48,0,1,1,1,1
9,0,40,1,0,0,0,1
9,23,58,1,1,1,5,1
8,2,36,1,1,1,0,0
6,23,33,0,0,0,0,0
6,10,44,0,1,1,2,1
10,21,46,1,0,1,4,1
14,3,57,0,1,0,4,1
7,3,44,1,1,0,1,1
9,20,48,0,0,0,3,1
11,17,55,0,1,1,3,1
6,1,29,0,0,1,4,1
6,17,48,0,1,0,4,1
11,1,38,0,1,0,1,1
5,9,11,0,1,1,4,1
12,13,30,0,1,0,2,1
9,5,17,1,1,0,4,1
9,20,30,1,1,0,5,1
4,0,22,1,1,0,4,1
10,16,50,1,0,0,3,1
14,2,12,0,0,1,4,1
2,3,27,0,1,0,4,1
4,11,58,0,1,1,4,1
5,1,34,0,0,1,3,0
14,7,24,0,0,0,2,1
2,18,2,0,1,1,5,1
10,13,15,1,0,0,4,1
11,3,7,0,1,1,3,1
10,12,52,0,1,0,5,1
10,22,16,1,1,1,1,1
9,12,23,1,0,1,3,1
3,0,55,1,1,1,1,1
12,19,46,1,1,1,0,1
9,18,35,0,0,1,1,1
15,5,37,1,1,0,0,1
14,1,18,1,1,1,3,1
13,20,36,0,1,1,3,1
13,22,44,0,0,0,0,1
10,19,38,1,0,1,3,1
7,2,21,0,0,1,1,0
8,5,7,1,1,0,3,0
4,8,8,1,1,0,2,0
14,23,31,1,0,0,2,1
11,16,25,0,0,0,3,1
10,10,60,1,0,1,0,1
2,22,52,1,0,0,2,1
7,16,10,1,1,0,0,0
2,20,21,0,1,1,5,1
8,1,57,1,1,0,3,1
14,0,48,0,0,1,1,1
8,17,28,1,0,1,3,0
6,20,42,1,1,1,5,1
2,1,45,0,1,1,0,1
1,3,22,1,0,1,4,1
5,12,29,1,0,1,1,0
3,11,39,1,0,0,4,1
12,6,11,1,0,1,3,1
5,8,6,1,0,1,3,0
14,2,15,1,1,1,5,1
1,3,60,1,0,0,1,1
7,15,36,1,1,0,2,0
9,10,3,0,0,1,5,1
11,16,14,1,1,1,1,1
7,5,22,0,0,0,0,0
6,23,30,1,1,1,5,1
8,10,51,1,1,0,1,1
2,0,20,0,1,0,0,0
12,1,9,0,0,0,0,1
7,23,34,1,1,1,1,0
12,7,47,1,1,1,5,1
4,1,13,1,1,1,1,0
13,15,48,0,1,0,0,1
9,13,39,0,1,0,0,1
14,15,18,0,0,1,2,1
1,3,27,1,0,0,4,1
11,10,7,1,0,1,1,1
14,1,5,0,0,1,5,1
7,5,34,1,0,1,1,0
9,22,38,0,0,0,2,1
4,14,10,1,1,1,5,1
13,23,51,1,1,0,1,1
4,20,25,1,1,1,2,0
14,19,31,1,1,1,3,1
9,22,32,0,1,0,5,1
8,22,22,0,1,0,5,1
14,16,28,1,1,0,5,1
7,5,32,1,1,1,1,0
14,18,38,1,0,1,3,1
2,21,36,0,0,1,2,0
5,8,45,0,0,1,1,1
1,23,38,1,0,1,4,1
4,20,38,0,0,1,4,1
7,11,16,0,1,1,3,0
6,21,35,1,0,1,3,0
13,17,28,0,1,1,2,1
8,19,43,1,1,0,1,1
12,2,25,0,1,0,4,1
2,18,42,0,1,1,3,1
12,22,28,0,1,1,4,1
13,15,11,1,1,1,2,1
13,9,7,1,1,1,3,1
9,17,24,0,1,1,2,1
11,17,28,0,1,1,0,1
1,17,47,0,0,0,4,1
11,13,17,1,0,1,5,1
11,14,24,1,1,1,2,1
7,6,7,0,1,1,2,0
13,4,31,1,1,0,4,1
14,9,10,0,1,0,0,1
4,12,29,1,0,0,2,0
11,4,23,1,0,1,2,1
13,9,1,0,0,0,1,1
9,11,33,1,0,0,3,1
15,0,4,1,1,1,1,1
2,12,30,0,0,1,0,0
10,17,24,0,0,1,1,1
12,12,43,1,0,1,3,1
1,8,47,1,0,1,1,1
9,12,12,0,0,1,0,1
9,11,42,1,1,1,5,1
2,4,29,1,1,1,5,1
9,16,12,0,0,0,5,1
12,9,20,1,0,0,4,1
9,6,45,0,0,0,3,1
14,19,54,1,0,1,4,1
6,17,41,0,0,1,0,1
3,12,16,1,0,0,3,0
14,19,41,1,0,0,2,1
1,7,17,1,1,0,5,1
3,6,18,0,0,1,0,0
5,20,33,0,1,1,4,1
12,0,25,1,0,1,1,1
10,18,54,1,1,0,2,1
9,13,54,0,0,1,5,1
1,4,27,1,1,0,5,1
2,3,47,0,1,1,5,1
13,2,41,1,1,0,4,1
4,17,23,0,1,1,3,0
9,1,28,0,0,0,1,1
7,22,36,1,0,1,5,1
5,16,44,1,0,0,3,1
1,15,3,0,0,0,4,1
14,23,24,1,1,0,5,1
9,2,31,0,0,1,4,1
1,8,55,1,0,1,2,1
10,20,34,0,1,1,4,1
10,17,33,0,0,1,0,1
10,0,16,0,0,1,4,1
7,17,59,1,0,1,4,1
1,3,2,1,1,1,4,1
1,5,31,1,1,1,0,0
3,22,12,1,1,0,5,1
1,10,1,0,0,0,1,0
6,23,24,0,1,0,5,1
13,20,33,1,1,0,4,1
5,2,10,1,1,0,4,1
1,10,22,0,1,1,4,1
12,13,60,1,1,0,0,1
6,19,7,0,0,1,4,1
4,4,17,0,1,1,5,1
8,8,18,1,1,1,4,1
8,11,29,1,0,0,2,0
8,14,14,0,1,1,2,0
14,1,48,1,0,1,4,1
11,18,6,0,1,1,2,1
8,15,33,1,1,1,5,1
12,5,43,0,0,1,4,1
11,9,31,0,1,0,2,1
11,19,56,1,0,0,1,1
13,14,41,0,0,1,4,1
4,13,28,1,1,0,0,0
15,10,19,1,0,0,2,1
4,19,22,0,0,1,0,0
15,4,32,1,0,1,0,1
13,8,6,1,0,1,2,1
5,6,38,1,1,1,4,1
10,17,49,0,0,0,3,1
2,0,44,0,0,0,2,1
4,0,15,0,1,1,0,0
15,23,44,0,0,1,3,1
7,9,13,1,0,1,1,0
4,10,32,1,0,0,4,1
13,5,42,1,0,1,4,1
4,16,44,1,0,0,3,1
5,19,51,1,0,1,1,1
15,7,42,1,1,1,0,1
12,20,39,0,0,0,0,1
2,21,4,0,0,0,3,0
2,5,4,1,0,1,3,0
4,1,19,0,1,1,2,0
15,9,30,0,0,0,4,1
3,16,37,0,0,1,1,0
7,18,12,1,1,0,4,1
6,9,50,1,1,1,3,1
7,12,38,1,1,0,1,0
8,8,36,0,1,0,1,0
5,21,13,0,1,1,4,1
8,7,19,0,0,1,5,1
12,2,3,0,1,1,4,1
13,0,27,0,1,0,4,1
15,17,6,1,0,1,5,1
4,0,19,1,0,1,3,0
5,3,48,1,1,1,1,1
15,23,33,0,0,0,1,1
11,16,24,0,1,1,1,1
10,7,5,0,0,1,1,1
3,8,36,0,0,0,2,0
2,19,37,1,1,1,3,0
14,11,35,1,1,0,3,1
13,20,12,0,0,1,3,1
11,17,15,1,1,0,5,1
1,18,5,1,0,1,1,0
7,15,4,1,1,1,2,0
4,17,20,0,0,1,1,0
5,13,41,1,1,1,4,1
15,5,29,1,1,0,5,1
12,14,34,0,0,0,4,1
15,22,25,1,1,1,1,1
6,3,30,0,0,0,0,0
3,17,57,1,1,0,1,1
7,4,31,0,0,1,5,1
14,20,54,1,0,0,4,1
9,15,53,0,0,1,3,1
3,10,26,1,0,0,0,0
15,9,8,1,1,0,1,1
1,5,45,0,1,0,0,1
5,3,30,1,1,0,0,0
1,8,27,1,1,1,4,1
7,17,2,1,0,0,4,1
12,17,40,0,0,0,4,1
9,14,8,0,1,1,5,1
11,13,25,0,1,1,5,1
4,10,47,1,1,1,4,1
15,5,28,1,1,0,1,1
12,20,55,1,1,0,2,1
14,19,47,0,1,0,4,1
3,23,21,0,1,1,2,0
13,16,14,0,0,1,5,1
4,20,36,0,0,0,3,0
4,3,27,0,0,0,5,1
15,22,21,0,0,0,5,1
7,12,40,1,1,1,4,1
15,17,21,0,1,0,4,1
13,9,18,1,1,1,5,1
10,15,12,1,0,0,4,1
8,18,8,1,0,1,4,1
1,11,22,1,0,1,5,1
3,15,6,1,1,1,5,1
1,6,1,0,1,0,0,0
15,8,16,1,1,0,4,1
7,17,40,0,1,1,3,0
15,4,12,0,0,1,0,1
8,10,6,1,0,1,5,1
5,16,8,1,0,1,4,1
3,2,1,1,0,0,3,0
2,5,11,0,0,0,0,0
4,14,17,0,0,0,2,0
4,2,46,0,0,0,1,1
10,8,26,1,1,0,5,1
14,21,5,0,1,1,4,1
10,1,27,0,0,0,1,1
5,15,12,1,0,1,4,1
4,20,14,0,1,0,4,1
11,9,22,1,1,1,5,1
6,0,36,0,0,1,4,1
10,19,33,1,1,1,0,1
9,1,33,0,0,0,5,1
1,6,45,1,1,1,1,1
9,0,58,0,1,1,4,1
5,1,50,1,0,0,2,1
10,16,28,0,0,0,4,1
13,14,45,1,1,0,2,1
11,6,27,0,0,0,1,1
9,19,23,0,0,1,1,1
4,17,36,0,0,0,0,0
5,0,43,0,1,1,1,1
14,8,5,1,1,0,1,1
3,10,16,1,1,0,4,1
11,20,7,0,1,0,5,1
3,6,13,0,1,0,5,1
6,23,46,1,0,0,4,1
13,10,5,0,1,0,5,1
6,7,23,1,0,0,3,0
10,23,52,0,0,1,5,1
4,9,17,1,0,0,3,0
14,3,1,0,0,1,1,1
15,18,22,1,1,0,5,1
14,17,54,0,0,0,2,1
11,8,13,0,1,1,4,1
8,22,22,0,1,0,1,0
6,18,48,0,1,0,5,1
4,12,49,1,1,0,4,1
1,9,31,1,0,1,5,1
8,6,34,0,1,1,4,1
6,23,35,0,1,0,3,0
13,20,58,1,1,0,5,1
6,12,11,0,1,1,1,0
11,14,32,0,0,1,0,1
13,7,25,0,0,1,3,1
6,17,33,0,1,1,2,0
15,18,47,0,0,1,2,1
6,10,54,0,0,1,0,1
9,1,28,0,1,1,4,1
9,3,7,0,0,0,1,1
8,11,32,0,1,0,0,0
1,11,3,1,0,0,5,1
1,17,22,1,0,0,2,0
3,1,13,1,1,0,5,1
13,0,16,0,0,1,3,1
14,17,53,1,1,0,5,1
1,16,44,1,0,1,0,1
14,23,32,1,0,0,5,1
11,22,32,0,1,0,0,1
15,9,23,1,1,0,4,1
8,10,46,1,0,0,1,1
10,23,2,1,1,1,4,1
15,23,28,0,0,0,1,1
14,18,23,0,1,1,0,1
14,17,29,0,1,0,3,1
5,18,30,0,0,1,4,1
6,23,29,0,1,1,1,0
8,21,3,1,1,1,2,0
9,6,35,0,1,0,3,1
2,15,35,1,1,0,3,0
6,3,60,1,0,0,2,1
13,21,49,1,0,1,1,1
7,11,38,0,1,0,0,0
6,22,13,1,1,1,0,0
12,15,21,1,1,1,1,1
8,3,22,0,1,1,1,0
12,23,21,1,0,0,1,1
10,22,54,1,0,0,0,1
11,7,56,0,1,0,3,1
1,5,51,1,1,0,2,1
2,8,38,1,0,1,3,0
5,14,5,1,0,0,0,0
13,4,37,1,0,1,3,1
12,21,16,0,1,0,1,1
8,8,48,1,0,0,4,1
2,18,3,0,0,0,0,0
11,1,20,1,1,0,2,1
4,20,41,1,0,0,1,1
5,20,24,0,1,1,2,0
15,4,45,0,0,0,4,1
15,3,12,1,1,1,1,1
2,23,2,1,1,1,0,0
2,18,29,1,0,0,4,1
8,19,39,0,0,0,2,0
11,9,37,1,1,0,2,1
4,4,15,0,0,1,1,0
7,23,14,0,1,0,4,1
10,3,49,1,0,0,0,1
13,23,47,0,0,1,0,1
2,3,4,0,0,1,5,1
1,13,16,0,1,0,2,0
4,19,16,1,0,1,5,1
15,3,53,0,0,1,1,1
5,12,15,1,0,1,2,0
5,7,20,1,1,1,0,0
8,14,46,0,1,1,5,1
7,0,19,1,1,0,2,0
15,16,51,0,1,0,3,1
15,14,2,1,0,1,4,1
8,22,26,0,0,0,0,0
4,3,41,1,0,0,2,1
5,21,10,0,1,1,0,0
9,17,18,0,0,1,1,1
4,12,22,0,1,1,2,0
3,0,52,0,0,0,1,1
9,23,54,1,1,0,3,1
8,16,37,0,0,0,1,0
3,8,57,0,1,1,1,1
1,16,17,0,0,1,5,1
15,19,6,1,0,0,5,1
2,22,15,1,0,0,2,0
1,0,11,0,0,0,4,1
14,13,47,0,1,0,3,1
4,16,40,1,1,0,2,0
8,1,27,1,0,1,5,1
4,23,49,1,1,0,4,1
11,6,8,1,0,1,3,1
4,13,27,1,0,1,5,1
5,9,54,0,0,0,2,1
12,1,56,1,0,1,5,1
5,9,41,0,1,0,3,1
10,23,58,0,1,0,5,1
1,22,24,0,1,1,3,0
6,12,56,0,0,1,1,1
15,22,49,1,0,0,0,1
1,23,22,1,1,0,4,1
9,23,12,1,1,0,0,1
8,23,24,0,0,0,4,1
14,17,9,0,0,1,5,1
4,2,56,1,1,0,0,1
3,10,27,1,0,0,0,0
15,2,21,0,1,0,0,1
7,22,17,0,0,0,3,0
2,0,39,1,0,1,2,0
14,19,59,1,1,0,5,1
5,0,57,1,1,0,4,1
6,18,2,0,0,0,5,1
3,17,26,1,0,0,5,1
15,8,10,1,0,1,1,1
14,5,46,0,0,0,2,1
8,15,36,1,1,0,5,1
10,21,24,1,1,0,1,1
10,7,22,0,0,1,0,1
13,22,4,1,0,0,3,1
6,10,26,1,0,1,4,1
14,4,6,1,1,1,1,1
11,15,60,0,1,1,1,1
3,14,19,1,1,1,3,0
11,0,23,0,0,0,1,1
1,0,24,1,1,0,3,0
3,16,35,1,0,1,2,0
9,18,31,0,1,1,5,1
12,10,39,0,1,1,2,1
2,12,47,0,1,1,2,1
3,6,54,0,0,0,1,1
1,7,24,0,0,0,5,1
7,3,54,1,0,1,5,1
8,9,44,0,0,0,3,1
7,15,48,1,0,0,0,1
3,18,57,1,0,0,0,1
1,21,30,1,0,1,0,0
13,12,43,1,1,0,3,1
14,0,51,0,1,0,1,1
3,19,34,0,1,0,4,1
3,21,39,0,1,1,2,0
13,20,33,1,0,1,5,1
2,13,36,1,0,1,3,0
14,19,15,1,0,1,4,1
3,10,13,1,1,0,4,1
9,16,33,1,0,1,3,1
8,5,12,1,1,1,1,0
9,16,5,0,0,1,5,1
8,14,22,0,1,0,0,0
14,1,49,0,1,1,4,1
1,19,44,0,0,1,1,1
14,5,19,0,0,0,3,1
2,23,54,1,0,0,0,1
3,7,15,1,0,1,3,0
10,19,49,1,1,0,3,1
11,11,45,1,0,0,4,1
9,9,9,0,1,0,0,1
13,11,19,0,1,0,0,1
1,14,4,0,0,1,0,0
9,12,13,0,1,0,5,1
6,10,42,1,1,0,2,1
4,7,34,0,0,0,3,0
13,15,48,1,1,1,5,1
6,7,5,1,1,0,1,0
7,8,50,0,0,1,3,1
6,22,30,1,0,0,2,0
13,19,37,1,1,0,0,1
7,8,38,0,1,1,4,1
8,21,41,1,0,0,0,1
1,9,42,1,1,1,1,1
13,7,47,1,0,0,1,1
4,7,58,1,1,0,5,1
10,11,59,1,0,1,1,1
4,16,37,1,1,0,1,0
3,17,14,0,1,1,1,0
13,6,29,0,1,0,4,1
9,21,47,0,0,0,1,1
12,10,60,0,1,0,0,1
4,23,22,0,1,1,3,0
11,2,38,1,0,0,5,1
3,14,15,0,1,0,3,0
11,15,4,1,0,0,2,1
5,7,54,1,1,0,5,1
4,23,49,1,0,0,2,1
12,14,37,1,0,0,3,1
14,1,33,1,0,1,3,1
9,8,49,0,0,1,5,1
15,18,14,0,1,1,5,1
5,4,22,0,0,0,0,0
13,15,10,1,0,0,3,1
8,16,6,1,1,0,0,0
14,1,46,1,1,0,5,1
12,9,18,0,0,1,1,1
4,2,27,0,1,1,2,0
15,1,38,1,1,0,0,1
9,12,13,1,0,0,1,1
2,6,43,1,0,0,4,1
2,20,13,1,1,1,2,0
5,15,38,0,0,0,0,0
6,11,27,1,0,1,4,1
1,16,12,0,1,1,3,0
3,9,6,1,1,1,0,0
15,13,1,1,0,0,3,1
3,18,58,1,1,0,3,1
5,3,34,1,1,0,2,0
3,8,3,1,0,0,5,1
4,14,1,1,0,0,2,0
6,4,3,0,0,1,1,0
15,2,56,1,0,1,1,1
7,3,34,1,0,0,0,0
12,17,13,1,1,1,0,1
2,19,2,0,0,1,3,0
13,14,36,1,0,0,4,1
1,5,43,0,1,0,2,1
10,1,36,1,0,1,0,1
12,11,19,0,0,1,5,1
8,8,6,0,1,1,3,0
14,0,43,0,0,0,1,1
7,12,40,0,0,1,1,0
1,1,16,1,0,1,5,1
6,14,33,0,0,1,2,0
10,9,50,0,1,1,1,1
4,16,57,1,1,1,3,1
5,4,9,0,1,1,3,0
4,3,40,1,1,0,0,0
14,21,12,0,1,0,3,1
9,1,52,0,1,1,4,1
7,23,1,1,1,0,4,1
1,18,60,1,0,1,2,1
12,22,30,0,1,1,0,1
15,6,47,1,0,0,0,1
11,9,39,1,1,1,3,1
4,16,31,1,0,1,4,1
15,17,60,0,1,0,4,1
1,13,36,1,1,0,4,1
2,0,41,1,1,0,4,1
4,6,21,1,0,1,3,0
8,18,21,0,0,1,0,0
5,14,1,0,1,0,4,1
3,3,25,1,1,0,0,0
2,10,15,0,1,0,3,0
15,23,24,1,0,1,3,1
15,8,3,1,1,1,1,1
15,17,58,0,0,1,4,1
14,15,41,0,0,0,3,1
2,15,8,0,0,0,4,1
5,0,37,1,0,0,3,0
13,15,30,0,1,0,3,1
11,6,60,1,0,0,2,1
6,14,21,1,0,0,0,0
4,9,53,0,0,0,1,1
14,17,18,0,0,0,3,1
3,9,23,0,1,1,5,1
1,10,12,0,0,1,1,0
7,17,26,0,0,1,1,0
6,9,53,0,1,1,5,1
2,1,39,0,1,0,3,0
2,2,24,0,0,1,5,1
5,4,35,1,1,1,1,0
2,19,57,0,0,1,4,1
2,5,21,0,0,1,3,0
9,10,48,0,1,0,2,1
15,19,18,0,0,1,1,1
9,9,27,1,1,0,1,1
7,18,49,1,1,1,5,1
2,1,43,0,1,1,0,1
10,17,14,1,1,1,4,1
13,8,26,0,1,1,1,1
4,9,53,0,0,1,5,1
2,0,43,0,0,1,5,1
10,15,55,1,1,0,5,1
9,3,48,0,1,1,5,1
7,11,12,0,0,1,2,0
2,5,23,1,0,1,2,0
12,5,58,1,0,1,3,1
5,1,42,0,0,1,4,1
15,7,3,1,1,1,1,1
11,17,42,0,1,0,0,1
14,13,37,1,1,1,1,1
9,3,30,1,0,1,1,1
15,5,40,1,0,1,2,1
10,4,45,0,1,0,1,1
9,0,53,0,1,0,4,1
5,4,36,1,1,0,2,0
1,22,12,1,1,1,4,1
10,13,25,1,1,0,4,1
3,7,9,1,0,1,3,0
1,23,58,1,1,0,2,1
1,11,15,0,1,0,5,1
11,11,27,1,1,1,2,1
2,6,50,0,0,0,4,1
4,21,11,0,1,0,4,1
3,16,15,1,1,1,5,1
11,4,25,1,1,1,3,1
15,13,51,0,1,0,5,1
8,0,27,1,0,0,4,1
9,8,17,0,0,1,5,1
2,19,57,0,0,1,5,1
4,0,23,0,0,1,1,0
12,1,16,1,1,1,4,1
15,20,59,1,1,0,2,1
13,1,36,0,1,1,5,1
11,10,46,1,0,0,1,1
13,6,34,0,1,0,2,1
6,0,12,0,0,0,2,0
15,13,32,0,1,0,1,1
8,2,29,1,1,1,2,0
2,19,30,0,1,1,0,0
11,8,20,1,1,0,1,1
12,1,54,1,1,1,5,1
13,2,29,0,1,1,0,1
1,7,19,1,0,1,0,0
5,11,29,0,1,0,4,1
7,6,4,0,1,1,5,1
11,17,48,1,1,1,5,1
7,10,3,1,0,0,3,0
10,0,48,1,0,0,4,1
7,23,46,0,0,1,0,1
8,23,19,1,0,0,2,0
5,4,18,0,1,0,0,0
5,12,34,1,0,1,1,0
2,9,49,1,0,0,2,1
11,1,42,0,1,1,5,1
14,23,46,0,1,0,3,1
6,3,25,0,1,0,0,0
11,16,1,1,1,1,5,1
7,17,7,1,0,0,4,1
11,15,24,0,1,1,3,1
11,8,1,1,0,1,5,1
2,11,11,1,1,0,1,0
12,1,21,0,0,0,0,1
7,19,15,1,1,1,2,0
10,6,43,1,1,0,2,1
11,6,42,0,0,0,4,1
2,15,41,0,1,0,2,1
9,23,19,1,1,1,1,1
7,21,28,1,0,1,4,1
15,17,25,0,0,0,3,1
3,11,26,0,0,1,3,0
2,9,40,0,1,1,1,0
6,17,6,0,1,0,5,1
10,21,50,1,0,1,5,1
15,21,6,0,1,0,2,1
13,21,31,0,1,1,1,1
8,1,50,0,0,1,1,1
15,4,42,1,1,1,5,1
15,8,20,1,0,0,5,1
4,6,39,0,0,0,5,1
15,10,35,0,0,0,1,1
7,2,41,0,0,1,1,1
12,19,28,1,1,0,1,1
10,3,28,0,1,0,0,1
15,5,25,0,1,1,2,1
8,7,46,0,1,0,2,1
